Date,CLOSE,Return,Stock,Temperature,CDD,CDD_7,Temp_Anomaly,Heatwave,CDD_Lag1,CDD_Lag3,Return_Lag1,Return_Lag3,Return_Lag5,MA_5,Volatility,Demand_Trend,Trend,Volatility_Change,Direction
2024-04-08,611.05,-0.02497207595340689,ADANI,29.38,9.379999999999999,11.912857142857145,3.3485232414644166,1,14.090000000000003,12.259999999999998,-0.023831775700934532,0.049961763956156036,0.049925065567628435,0.018040984613554967,0.0341996601221588,12.133333333333335,0.026129988255221503,0.006872986025223876,0
2024-04-09,616.35,0.008673594632190529,ADANI,30.0,10.0,11.867142857142856,3.9685232414644176,1,9.379999999999999,12.93,-0.02497207595340689,0.03908715707696042,0.0499598536889998,0.009783732802193112,0.03443848867622399,11.156666666666666,0.01411508112355353,-0.0043155705075179004,1
2024-04-10,617.85,0.0024336821611097292,ADANI,30.31,10.309999999999999,11.637142857142857,4.278523241464416,1,10.0,14.090000000000003,0.008673594632190529,-0.023831775700934532,0.049961763956156036,0.0002781164431838512,0.03247145930248797,9.896666666666667,-0.015158181068744003,-0.008226755076124134,1
2024-04-12,595.2,-0.03665938334547214,ADANI,29.98,9.98,11.278571428571428,3.948523241464418,1,10.309999999999999,9.379999999999999,0.0024336821611097292,-0.02497207595340689,0.03908715707696042,-0.014871191641302661,0.03319077634293619,10.096666666666666,-0.022538393792297162,-0.007023236538088919,0
2024-04-15,591.15,-0.006804435483871107,ADANI,32.43,12.43,11.302857142857144,6.398523241464417,1,9.98,10.0,-0.03665938334547214,0.008673594632190529,-0.023831775700934532,-0.011465723597889976,0.02561851262752773,10.906666666666666,-0.027985788713281612,-0.00047668433451806755,0
2024-04-16,601.6,0.01767740844117416,ADANI,33.43,13.43,11.374285714285715,7.398523241464417,1,12.43,10.309999999999999,-0.006804435483871107,0.0024336821611097292,-0.02497207595340689,-0.0029358267189737663,0.019998694134274443,11.946666666666667,-0.004370753322761378,0.0019029965576045534,1
2024-04-18,598.1,-0.0058178191489361986,ADANI,33.57,13.57,11.299999999999999,7.538523241464418,1,13.43,9.98,0.01767740844117416,-0.03665938334547214,0.008673594632190529,-0.0058341094751991115,0.018911899421627153,13.143333333333333,-0.018981974904297982,-0.0010351707856787913,0
2024-04-19,594.55,-0.005935462297274818,ADANI,33.18,13.18,11.842857142857143,7.148523241464417,1,13.57,12.43,-0.0058178191489361986,-0.006804435483871107,0.0024336821611097292,-0.007507938366876021,0.017093477885549723,13.393333333333333,-0.012622254632807306,-0.0005262160452063139,0
2024-04-22,596.9,0.0039525691699604515,ADANI,31.69,11.690000000000001,12.084285714285715,5.658523241464419,1,13.18,13.43,-0.005935462297274818,0.01767740844117416,-0.03665938334547214,0.0006144521362104971,0.01660660371050624,12.813333333333333,0.01174194614389934,-0.008792647332536806,1
2024-04-23,602.45,0.009298039872675634,ADANI,32.95,12.950000000000003,12.461428571428572,6.91852324146442,1,11.690000000000001,13.57,0.0039525691699604515,-0.0058178191489361986,-0.006804435483871107,0.0038349472075198455,0.01727027622281967,12.60666666666667,-0.001865249978975747,-0.00038159149497758553,1
2024-04-24,596.5,-0.009876338285334962,ADANI,33.35,13.350000000000001,12.942857142857145,7.318523241464419,1,12.950000000000003,13.18,0.009298039872675634,-0.005935462297274818,0.01767740844117416,-0.0016758021377819786,0.010219244105613954,12.663333333333336,0.003362577575400816,-0.002146648941444493,0
