Date,CLOSE,Return,Stock,Temperature,CDD,CDD_7,Temp_Anomaly,Heatwave,CDD_Lag1,CDD_Lag3,Return_Lag1,Return_Lag3,Return_Lag5,MA_5,Volatility,Demand_Trend,Trend,Volatility_Change,Direction
2024-04-08,611.05,-0.0249720759534068,ADANI,29.38,9.38,11.912857142857144,3.3485232414644166,1,14.090000000000003,12.259999999999998,-0.0238317757009345,0.049961763956156,0.0499250655676284,0.0180409846135549,0.0341996601221588,12.133333333333336,0.0261299882552215,0.0068729860252238,0
2024-04-09,616.35,0.0086735946321905,ADANI,30.0,10.0,11.867142857142856,3.9685232414644176,1,9.38,12.93,-0.0249720759534068,0.0390871570769604,0.0499598536889998,0.0097837328021931,0.0344384886762239,11.156666666666666,0.0141150811235535,-0.0043155705075179,1
2024-04-10,617.85,0.0024336821611097,ADANI,30.31,10.31,11.637142857142855,4.278523241464416,1,10.0,14.090000000000003,0.0086735946321905,-0.0238317757009345,0.049961763956156,0.0002781164431838,0.0324714593024879,9.896666666666668,-0.015158181068744,-0.0082267550761241,1
2024-04-12,595.2,-0.0366593833454721,ADANI,29.98,9.98,11.278571428571428,3.948523241464418,1,10.31,9.38,0.0024336821611097,-0.0249720759534068,0.0390871570769604,-0.0148711916413026,0.0331907763429361,10.096666666666666,-0.0225383937922971,-0.0070232365380889,0
2024-04-15,591.15,-0.0068044354838711,ADANI,32.43,12.43,11.302857142857144,6.398523241464417,1,9.98,10.0,-0.0366593833454721,0.0086735946321905,-0.0238317757009345,-0.0114657235978899,0.0256185126275277,10.906666666666666,-0.0279857887132816,-0.000476684334518,0
2024-04-16,601.6,0.0176774084411741,ADANI,33.43,13.43,11.374285714285715,7.398523241464417,1,12.43,10.31,-0.0068044354838711,0.0024336821611097,-0.0249720759534068,-0.0029358267189737,0.0199986941342744,11.946666666666667,-0.0043707533227613,0.0019029965576045,1
2024-04-18,598.1,-0.0058178191489361,ADANI,33.57,13.57,11.3,7.538523241464418,1,13.43,9.98,0.0176774084411741,-0.0366593833454721,0.0086735946321905,-0.0058341094751991,0.0189118994216271,13.143333333333333,-0.0189819749042979,-0.0010351707856787,0
2024-04-19,594.55,-0.0059354622972748,ADANI,33.18,13.18,11.842857142857143,7.148523241464417,1,13.57,12.43,-0.0058178191489361,-0.0068044354838711,0.0024336821611097,-0.007507938366876,0.0170934778855497,13.393333333333333,-0.0126222546328073,-0.0005262160452063,0
2024-04-22,596.9,0.0039525691699604,ADANI,31.69,11.69,12.084285714285716,5.658523241464419,1,13.18,13.43,-0.0059354622972748,0.0176774084411741,-0.0366593833454721,0.0006144521362104,0.0166066037105062,12.813333333333333,0.0117419461438993,-0.0087926473325368,1
2024-04-23,602.45,0.0092980398726756,ADANI,32.95,12.950000000000005,12.461428571428572,6.91852324146442,1,11.69,13.57,0.0039525691699604,-0.0058178191489361,-0.0068044354838711,0.0038349472075198,0.0172702762228196,12.60666666666667,-0.0018652499789757,-0.0003815914949775,1
2024-04-24,596.5,-0.0098763382853349,ADANI,33.35,13.35,12.942857142857145,7.318523241464419,1,12.950000000000005,13.18,0.0092980398726756,-0.0059354622972748,0.0176774084411741,-0.0016758021377819,0.0102192441056139,12.663333333333336,0.0033625775754008,-0.0021466489414444,0
2024-04-25,592.35,-0.0069572506286671,ADANI,33.23,13.229999999999997,13.05714285714286,7.198523241464415,1,13.35,11.69,-0.0098763382853349,0.0039525691699604,-0.0058178191489361,-0.0019036884337281,0.0102372379786441,13.176666666666668,-0.0059237691153745,0.0001624922117528,0
2024-04-26,591.6,-0.0012661433274246,ADANI,33.46,13.46,13.061428571428571,7.428523241464418,1,13.229999999999997,12.950000000000005,-0.0069572506286671,0.0092980398726756,-0.0059354622972748,-0.0009698246397581,0.0068230549610841,13.346666666666666,0.0023407892440084,-0.0003164335706898,0
2024-04-29,596.1,0.0076064908722108,ADANI,34.01,14.009999999999998,13.124285714285715,7.978523241464416,1,13.46,13.35,-0.0012661433274246,-0.0098763382853349,0.0039525691699604,-0.000239040299308,0.0075417767560755,13.566666666666665,-0.0111424816127596,0.0007127915474732,1
2024-04-30,612.45,0.0274282838449924,ADANI,34.82,14.82,13.358571428571429,8.788523241464418,1,14.009999999999998,13.229999999999997,0.0076064908722108,-0.0069572506286671,0.0092980398726756,0.0033870084951552,0.0124474004559539,14.096666666666666,0.0006492402435437,0.0064652054638671,1
2024-05-02,608.1,-0.0071026206220916,ADANI,34.11,14.11,13.704285714285716,8.078523241464417,1,14.82,13.46,0.0274282838449924,-0.0012661433274246,-0.0098763382853349,0.0039417520278039,0.0131803936181112,14.313333333333333,0.0261621405175677,-0.0005726739507254,0
2024-05-03,604.7,-0.0055911856602531,ADANI,33.8,13.799999999999995,13.825714285714286,7.768523241464415,1,14.11,14.009999999999998,-0.0071026206220916,0.0076064908722108,-0.0069572506286671,0.0042149650214867,0.0131457015894394,14.243333333333332,0.0005038702501192,-0.0002471261706543,0
2024-05-06,589.05,-0.0258806019513809,ADANI,32.66,12.659999999999997,13.727142857142857,6.628523241464414,1,13.799999999999995,14.82,-0.0055911856602531,0.0274282838449924,-0.0012661433274246,-0.0007079267033045,0.0162886620784899,13.523333333333332,0.0218370981847392,0.0055600228002474,0
2024-05-07,580.55,-0.0144300144300144,ADANI,28.91,8.91,13.11,2.8785232414644177,1,12.659999999999997,14.11,-0.0258806019513809,-0.0071026206220916,0.0076064908722108,-0.0051152277637495,0.0169246006686184,11.789999999999996,-0.0329832225734726,0.000139081116612,0
2024-05-08,580.65,0.0001722504521575,ADANI,29.85,9.85,12.594285714285714,3.818523241464419,1,8.91,13.799999999999995,-0.0144300144300144,-0.0055911856602531,0.0274282838449924,-0.0105664344423165,0.016954296192919,10.473333333333333,-0.0200212000902676,-0.0098632939093372,1
2024-05-09,612.8,0.0553689830362524,ADANI,29.76,9.760000000000002,11.987142857142857,3.728523241464419,1,9.85,12.659999999999997,0.0001722504521575,-0.0258806019513809,-0.0071026206220916,0.0019278862893522,0.0278374200908696,9.506666666666668,-0.0257083514992234,0.0214312085794696,1
2024-05-10,603.1,-0.0158289817232374,ADANI,29.3,9.3,11.198571428571428,3.2685232414644183,1,9.760000000000002,8.91,0.0553689830362524,-0.0144300144300144,-0.0055911856602531,-0.0001196729232445,0.0266170678560322,9.636666666666668,0.040938968606238,0.0009313830446094,0
2024-05-13,594.9,-0.013596418504394,ADANI,30.34,10.34,10.659999999999998,4.3085232414644175,1,9.3,9.85,-0.0158289817232374,0.0001722504521575,-0.0258806019513809,0.0023371637661528,0.0269398684614838,9.8,-0.0156567312710799,-0.0020414907779115,0
2024-05-14,628.05,0.055723651033787,ADANI,29.57,9.57,10.055714285714286,3.538523241464418,1,10.34,9.760000000000002,-0.013596418504394,0.0553689830362524,-0.0144300144300144,0.0163678968589131,0.0347321926682646,9.736666666666666,0.0417725645318584,0.0059461165244337,1
2024-05-15,639.75,0.0186290900406018,ADANI,29.35,9.35,9.582857142857142,3.318523241464419,1,9.57,9.3,0.055723651033787,-0.0158289817232374,0.0001722504521575,0.0200592647766019,0.0318957878489171,9.753333333333334,0.0398946693105496,-0.0011385242386523,1
2024-05-16,640.35,0.0009378663540446,ADANI,27.17,7.170000000000002,9.334285714285716,1.1385232414644193,0,9.35,10.34,0.0186290900406018,-0.013596418504394,0.0553689830362524,0.0091730414401604,0.0302356937364254,8.696666666666667,0.0050326715362077,-0.0057039174431848,1
2024-05-17,635.95,-0.0068712422893729,ADANI,28.97,8.969999999999999,9.20857142857143,2.9385232414644165,1,7.170000000000002,9.57,0.0009378663540446,0.055723651033787,-0.0158289817232374,0.0109645893269333,0.030901329818398,8.496666666666668,0.0566615173878317,-0.0016768287689203,0
2024-05-18,634.7,-0.0019655633304505,ADANI,29.89,9.89,9.227142857142857,3.858523241464418,1,8.969999999999999,9.35,-0.0068712422893729,0.0186290900406018,-0.013596418504394,0.013290760361722,0.024978900272126,8.676666666666668,0.0117578477512289,-0.0021695654763486,0
2024-05-21,680.05,0.0714510792500393,ADANI,30.55,10.55,9.405714285714286,4.518523241464418,1,9.89,7.170000000000002,-0.0019655633304505,0.0009378663540446,0.055723651033787,0.0164362460049724,0.0331328920072341,9.803333333333333,-0.0010276969764058,0.0066264677780993,1
2024-05-22,691.45,0.016763473274024,ADANI,30.79,10.79,9.47,4.758523241464417,1,10.55,8.969999999999999,0.0714510792500393,-0.0068712422893729,0.0186290900406018,0.0160631226516569,0.0302018891269392,10.41,0.0645798369606663,-2.094468587737069e-05,1
2024-05-23,711.35,0.0287800997902956,ADANI,30.72,10.72,9.634285714285712,4.6885232414644165,1,10.79,9.89,0.016763473274024,-0.0019655633304505,0.0009378663540446,0.0216315693389071,0.0267178061772012,10.686666666666667,0.0147979099435735,-0.0008739308115343,1
2024-05-24,707.0,-0.0061151331974415,ADANI,29.74,9.739999999999998,9.69,3.708523241464416,1,10.72,10.55,0.0287800997902956,0.0714510792500393,-0.0068712422893729,0.0217827911572934,0.0282515981496578,10.416666666666666,0.1002311790403349,-0.0001706150180124,0
2024-05-27,704.85,-0.0030410183875529,ADANI,32.66,12.659999999999997,10.474285714285712,6.628523241464414,1,9.739999999999998,10.79,-0.0061151331974415,0.016763473274024,-0.0019655633304505,0.0215677001458729,0.0286126258781776,11.039999999999996,0.0106483400765825,0.0002079413941293,0
2024-05-28,678.9,-0.0368163439029581,ADANI,34.26,14.259999999999998,11.23,8.228523241464416,1,12.659999999999997,10.72,-0.0030410183875529,0.0287800997902956,0.0714510792500393,-8.578448472660317e-05,0.0340079773865596,12.22,0.0257390814027426,-0.0063095783038356,0
2024-05-29,679.25,0.0005155398438652,ADANI,33.44,13.439999999999998,11.737142857142857,7.408523241464415,1,14.259999999999998,9.739999999999998,-0.0368163439029581,-0.0061151331974415,0.016763473274024,-0.0033353711707583,0.0338767983336009,13.453333333333331,-0.0429314771003996,-0.0017381548204839,1
2024-05-30,698.4,0.028192859771807,ADANI,31.79,11.79,11.914285714285713,5.758523241464417,1,13.439999999999998,12.659999999999997,0.0005155398438652,-0.0030410183875529,0.0287800997902956,-0.003452819174456,0.02306602896425,13.163333333333332,-0.0025254785436877,-0.0002015863975402,1
2024-05-31,755.8,0.0821878579610537,ADANI,31.26,11.260000000000002,11.981428571428568,5.228523241464419,1,11.79,14.259999999999998,0.028192859771807,-0.0368163439029581,-0.0061151331974415,0.0142077790572429,0.0376961144552154,12.163333333333332,-0.0086234841311511,0.0213389897589583,1
2024-06-03,874.5,0.1570521301931728,ADANI,29.81,9.81,11.851428571428569,3.778523241464416,1,11.260000000000002,13.439999999999998,0.0821878579610537,0.0005155398438652,-0.0030410183875529,0.0462264087733881,0.0665561944896177,10.953333333333331,0.0827033978049189,0.0311852181959033,1
2024-06-04,722.95,-0.173299028016009,ADANI,31.11,11.11,12.047142857142855,5.078523241464417,1,9.81,11.79,0.1570521301931728,0.028192859771807,-0.0368163439029581,0.0189298719507779,0.1026187786370958,10.726666666666668,0.1852449899649799,0.0472979952714695,0
2024-06-05,726.65,0.0051179196348294,ADANI,29.84,9.84,11.644285714285711,3.8085232414644175,1,11.11,11.260000000000002,-0.173299028016009,0.0821878579610537,0.0005155398438652,0.0198503479089708,0.1025210473726399,10.253333333333332,-0.0911111700549552,-0.0001552092008896,1
2024-06-06,749.35,0.0312392486066195,ADANI,30.17,10.170000000000002,11.06,4.138523241464419,1,9.84,9.81,0.0051179196348294,0.1570521301931728,0.028192859771807,0.0204596256759333,0.1006629192038725,10.373333333333331,0.1621700498280023,5.929051073763625e-05,1
2024-06-07,767.05,0.0236204710749314,ADANI,29.91,9.91,10.555714285714286,3.8785232414644177,1,10.170000000000002,11.11,0.0312392486066195,-0.173299028016009,0.0821878579610537,0.0087461482987088,0.1003449969487297,9.973333333333334,-0.1420597794093895,-0.0046533124389043,1
2024-06-10,769.7,0.0034547943419596,ADANI,29.95,9.95,10.292857142857144,3.918523241464417,1,9.91,9.84,0.0236204710749314,0.0051179196348294,0.1570521301931728,-0.0219733188715338,0.1005266522354696,10.01,0.0287383907097609,-0.0327640118336769,1
2024-06-11,762.85,-0.0088995712615305,ADANI,30.33,10.329999999999998,10.16,4.298523241464416,1,9.95,10.170000000000002,0.0034547943419596,0.0312392486066195,-0.173299028016009,0.0109065724793619,0.0967295809081705,10.063333333333333,0.0346940429485791,-0.0691749272053721,0
2024-06-12,762.2,-0.0008520679032575,ADANI,29.83,9.829999999999998,10.16285714285714,3.798523241464416,1,10.329999999999998,9.91,-0.0088995712615305,0.0236204710749314,0.0051179196348294,0.0097125749717445,0.0702855520605169,10.036666666666664,0.0147208998134009,0.000734353220304,0
